Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
15-February-2023,2552.60,2569.40,2537.00,2548.10,2546.521922676142891495,37427,4755,95308676.00,19600,52.37,32.40,-4.50
14-February-2023,2578.45,2602.40,2575.00,2579.70,2585.760884311790823877,32432,1833,83861397.00,9658,29.78,27.40,1.25
13-February-2023,2567.65,2589.75,2550.15,2578.40,2573.670947980746956320,38851,3035,99989690.00,23813,61.29,39.60,10.75
10-February-2023,2575.05,2585.00,2555.00,2578.15,2568.072061498738336952,34082,3912,87525032.00,16015,46.99,30.00,3.10
9-February-2023,2583.15,2599.80,2565.85,2586.95,2583.451912686405878539,18508,2571,47814528.00,8071,43.61,33.95,3.80
8-February-2023,2594.95,2606.90,2579.95,2583.15,2587.419075963718820861,14112,1478,36513658.00,7832,55.50,26.95,-11.80
7-February-2023,2639.15,2643.05,2595.65,2599.65,2610.119457853694764203,26930,2278,70290517.00,18319,68.02,47.40,-39.50
6-February-2023,2640.00,2645.00,2600.25,2633.60,2613.091548721295427662,49034,5379,128130331.00,38575,78.67,44.75,-6.40
3-February-2023,2650.00,2655.15,2631.55,2645.90,2640.398298399819697994,53244,3408,140585367.00,42960,80.69,23.60,-4.10
2-February-2023,2574.30,2639.25,2564.50,2634.30,2610.702726254201419146,24099,3570,62915325.00,13800,57.26,74.75,60.00
1-February-2023,2590.05,2607.75,2546.70,2571.05,2583.548240278535173455,47678,6261,123178413.00,27703,58.10,61.05,-19.00
31-January-2023,2568.15,2590.00,2542.00,2577.60,2563.169222633527234267,20801,3753,53316483.00,8707,41.86,48.00,9.45
30-January-2023,2600.05,2610.00,2532.00,2571.30,2555.448204008731891248,30234,3744,77261421.00,12730,42.10,78.00,-28.75
27-January-2023,2630.00,2647.30,2578.75,2611.90,2603.530481609428977850,29526,2927,76871841.00,18810,63.71,68.55,-18.10
25-January-2023,2600.40,2641.10,2595.00,2620.85,2616.327907305355376571,70770,8233,185157526.00,56428,79.73,46.10,20.45
24-January-2023,2597.80,2609.55,2580.20,2598.40,2597.185782578549793818,27403,3941,71170682.00,17370,63.39,29.35,0.60
23-January-2023,2559.00,2603.60,2553.05,2597.80,2585.156384310805780229,29549,3157,76388786.00,10590,35.84,50.55,38.80
20-January-2023,2556.00,2605.00,2536.65,2548.35,2563.614989583837992345,103205,11831,264577885.00,34269,33.20,68.35,-7.65
19-January-2023,2675.20,2678.45,2612.10,2650.25,2640.983014711107952526,28142,4172,74322544.00,12218,43.42,66.35,-24.95
18-January-2023,2661.15,2692.50,2661.10,2686.80,2682.996878251821019771,27869,2745,74772440.00,21119,75.78,31.40,25.65
17-January-2023,2601.00,2674.50,2601.00,2666.40,2655.054834931239425621,69153,6770,183605007.00,36512,52.80,73.50,65.40
16-January-2023,2622.05,2625.75,2583.80,2597.15,2601.814758002664190852,24773,2039,64454757.00,17001,68.63,41.95,-24.90
13-January-2023,2595.95,2638.25,2567.95,2621.75,2619.011519716437749224,76738,2583,200977706.00,53489,69.70,70.30,25.80
12-January-2023,2586.00,2601.00,2572.30,2588.80,2588.083883042881503972,120215,5591,311126504.00,103517,86.11,28.70,2.80
11-January-2023,2643.75,2646.80,2588.45,2593.85,2600.202120913190529875,28384,2501,73804137.00,17177,60.52,58.35,-49.90
10-January-2023,2619.05,2652.95,2619.00,2643.70,2638.590894695170229612,25260,2443,66650806.00,16391,64.89,33.95,24.65
9-January-2023,2580.30,2629.00,2571.00,2622.55,2607.320412160436004428,58715,5655,153088818.00,34935,59.50,58.00,42.25
6-January-2023,2583.70,2611.30,2575.00,2577.00,2587.022281324713172153,70687,3403,182868844.00,53942,76.31,36.30,-6.70
5-January-2023,2546.95,2592.00,2546.95,2581.30,2572.320117426930769727,61996,5915,159473558.00,36804,59.37,45.05,34.35
4-January-2023,2545.25,2558.00,2527.50,2536.80,2538.538648866082494401,45991,3088,116749931.00,36120,78.54,30.50,-8.45
3-January-2023,2558.50,2562.20,2535.40,2540.75,2545.140366151539335896,41349,4479,105239009.00,18215,44.05,26.80,-17.75
2-January-2023,2571.00,2574.95,2538.00,2558.50,2557.386259097525473071,17175,1866,43923109.00,8933,52.01,36.95,-12.50
30-December-2022,2572.15,2584.45,2555.75,2559.75,2569.317363003330305782,13212,1632,33945821.00,6531,49.43,28.70,-12.40
29-December-2022,2578.05,2581.85,2540.25,2567.30,2553.791836495322992112,68206,8304,174183926.00,39431,57.81,41.60,-10.75
28-December-2022,2590.00,2603.00,2579.00,2584.05,2587.900698900984696926,38489,1760,99605710.00,29823,77.48,24.00,-5.95
27-December-2022,2629.95,2633.20,2575.00,2590.70,2592.673532950736062351,201953,8014,523598198.00,165544,81.97,58.20,-39.25
26-December-2022,2616.05,2638.00,2606.00,2616.80,2622.020179898318341806,12785,1725,33522528.00,3827,29.93,32.00,0.75
23-December-2022,2640.00,2646.90,2608.90,2619.85,2625.983309659090909090,22528,2844,59158152.00,13291,59.00,38.00,-20.15
22-December-2022,2670.00,2687.95,2641.00,2644.45,2652.618161670360433920,51438,2843,136445373.00,43901,85.35,46.95,-25.55
21-December-2022,2699.95,2699.95,2649.90,2666.15,2663.448350627226266067,25828,2251,68791544.00,16472,63.78,50.05,-33.80
20-December-2022,2695.05,2706.75,2654.00,2674.30,2670.272225835200038538,41517,2884,110861692.00,27904,67.21,52.75,-20.75
19-December-2022,2671.00,2721.00,2670.40,2717.70,2702.992227890574177423,58414,4830,157892588.00,47356,81.07,50.60,46.70
16-December-2022,2662.50,2687.00,2653.30,2670.40,2666.806197602444566324,25526,2958,68072895.00,13943,54.62,33.70,7.90
15-December-2022,2665.35,2682.40,2648.30,2662.30,2657.335116491870204828,85242,6015,226516560.00,69106,81.07,34.10,-3.05
14-December-2022,2715.15,2718.60,2671.25,2685.45,2692.633526081559746904,33031,3834,88940378.00,21500,65.09,47.35,-29.70
13-December-2022,2716.00,2719.50,2698.20,2709.60,2712.937991307858550834,42107,4060,114233680.00,34166,81.14,21.30,-6.40
12-December-2022,2675.05,2723.20,2675.05,2715.55,2710.921188573446951300,22649,1965,61399654.00,15246,67.31,48.15,40.50
9-December-2022,2724.50,2741.00,2712.00,2721.20,2725.017840427289246186,36322,3574,98978098.00,15857,43.66,29.00,-3.30
8-December-2022,2699.95,2710.70,2685.85,2701.30,2697.468725145371957793,56579,6079,152620083.00,40854,72.21,24.85,1.35
7-December-2022,2650.00,2719.45,2650.00,2707.50,2692.507963048112694896,47846,3895,128825736.00,22592,47.22,69.45,57.50
6-December-2022,2612.45,2660.00,2605.00,2654.10,2643.102567086970578726,77325,7092,204377906.00,56088,72.54,55.00,41.65
5-December-2022,2602.95,2624.75,2585.00,2619.70,2610.951719502632463313,80343,6534,209771694.00,61695,76.79,39.75,16.75
2-December-2022,2652.70,2661.65,2608.10,2615.30,2618.669268236557490220,52148,3495,136558365.00,33670,64.57,53.55,-37.40
1-December-2022,2685.00,2685.00,2647.25,2662.65,2655.101804091907500185,81038,7143,215164140.00,56044,69.16,37.75,-22.35
30-November-2022,2635.00,2698.60,2623.50,2680.15,2661.115817624983824354,69549,6765,185077944.00,37525,53.95,75.10,45.15
29-November-2022,2516.05,2637.90,2516.05,2633.40,2603.167286804385934760,232744,21386,605871567.00,174230,74.86,121.85,117.35
28-November-2022,2536.60,2542.50,2522.15,2525.50,2526.529713009108094174,29095,1724,73509382.00,20749,71.31,20.35,-11.10
25-November-2022,2548.05,2553.00,2518.20,2536.60,2526.341708075976408303,21533,2623,54399716.00,12787,59.38,34.80,-11.45
24-November-2022,2511.00,2560.00,2511.00,2547.45,2540.852687777828697126,43642,2274,110887893.00,32998,75.61,49.00,36.45
23-November-2022,2528.00,2528.00,2502.00,2505.00,2516.450209671583717385,337194,3807,848531912.00,323915,96.06,26.00,-23.00
22-November-2022,2496.05,2523.95,2496.05,2517.20,2516.426146827982886124,35293,2184,88812228.00,23273,65.94,27.90,21.15
21-November-2022,2483.25,2511.60,2470.20,2501.15,2500.137761725641623115,120164,2231,300426554.00,106355,88.51,41.40,17.90
18-November-2022,2465.00,2488.50,2448.55,2483.25,2459.487815089402529437,57325,2458,140990139.00,,,39.95,18.25
17-November-2022,2480.00,2497.70,2454.55,2458.80,2475.382741130782094337,72357,5184,179111269.00,56107,77.54,43.15,-21.20
16-November-2022,2456.80,2482.10,2429.00,2478.15,2456.657972952890474067,26916,2576,66123406.00,11113,41.29,53.10,21.35
15-November-2022,2451.05,2467.00,2444.05,2456.80,2456.679570519990705767,185061,4778,454635578.00,164426,88.85,22.95,5.75
14-November-2022,2500.00,2513.00,2455.00,2457.65,2467.211341599378357376,177594,14406,438161931.00,128281,72.23,58.00,-42.35
11-November-2022,2535.00,2545.00,2495.25,2503.50,2511.524233791213776334,55109,4720,138407589.00,41308,74.96,49.75,-31.50
10-November-2022,2500.00,2537.65,2500.00,2512.70,2514.716862547922820690,111377,6643,280081620.00,88616,79.56,37.65,12.70
9-November-2022,2522.00,2544.80,2495.00,2510.15,2513.625108439707522617,40345,2941,101412205.00,31068,77.01,49.80,-11.85
7-November-2022,2520.30,2551.90,2516.75,2532.00,2527.349276601566508191,146185,7126,369460554.00,124147,84.92,35.15,11.70
4-November-2022,2532.70,2555.00,2515.50,2520.15,2523.004253632358097909,65591,4257,165486372.00,52469,79.99,39.50,-12.55
3-November-2022,2512.00,2549.20,2510.00,2546.35,2531.844501267593321094,45756,2928,115847077.00,32877,71.85,39.20,34.35
2-November-2022,2569.95,2569.95,2502.00,2517.15,2522.835693829324402572,63899,2700,161206678.00,23428,36.66,67.95,-52.80
1-November-2022,2570.00,2576.05,2547.10,2550.60,2555.936920506295936308,91567,4083,234039476.00,80713,88.15,28.95,-19.40
31-October-2022,2538.00,2572.00,2538.00,2548.05,2554.212513925514362669,70913,6626,181126872.00,52307,73.76,34.00,10.05
28-October-2022,2515.25,2550.80,2512.05,2525.20,2524.744907824115744907,119988,5132,302939092.00,93077,77.57,38.75,9.95
27-October-2022,2500.00,2527.70,2488.40,2517.30,2508.234827035464082180,110196,10146,276397445.00,82009,74.42,39.30,17.30
25-October-2022,2584.20,2585.05,2500.00,2504.35,2522.153419260291414911,83249,11029,209966750.00,44878,53.91,85.05,-79.85
24-October-2022,2614.90,2614.90,2550.95,2574.20,2577.198760689056884372,40345,7655,103977084.00,,,63.95,-40.70
21-October-2022,2602.00,2665.30,2602.00,2655.05,2645.497957390731385899,45530,3571,120449522.00,16950,37.23,63.30,53.05
20-October-2022,2565.50,2609.85,2565.50,2600.10,2600.187770349980338183,40688,2227,105796440.00,31039,76.29,44.35,34.60
19-October-2022,2607.05,2618.55,2578.30,2582.60,2596.157135824752840792,48754,5745,126573045.00,37740,77.41,40.25,-24.45
18-October-2022,2599.00,2641.95,2597.40,2601.70,2621.241538666134716404,60156,5966,157683406.00,35232,58.57,44.55,2.70
17-October-2022,2575.00,2609.00,2565.00,2591.65,2576.770117807295908337,1139488,8075,2936198628.00,1117848,98.10,44.00,16.65
14-October-2022,2581.30,2623.00,2571.40,2575.85,2598.199146790769827419,30942,3337,80393478.00,20480,66.19,51.60,-5.45
13-October-2022,2582.00,2605.00,2563.00,2566.20,2575.485225855034673440,88973,6635,229148647.00,67311,75.65,42.00,-15.80
